144476     ONIX 10TAT PR1                                    5P48HM                                                                                                                                                                                                  202111    40321     
144478     ONIX PLUS 10TAT PR2                               5Y69HM                                                                                                                                                                                                  202111    40321     
144480     ONIX PLUS 10TAT PR1                               5P69HM                                                                                                                                                                                                  202111    40321     
144488     ONIX 10MT HB                                      5A48AM                                                                                                                                                                                                  202111    40321     
144490     ONIX 10TMT LTZ                                    5N48HM                                                                                                                                                                                                  202111    40321     
144566     ONIX 10TAT LTZ                                    5N48HN                                                                                                                                                                                                  202201    40321     
144567     ONIX 10TMT LTZ                                    5N48HN                                                                                                                                                                                                  202211    40321     
144568     ONIX PLUS 10TAT PR1                               5P69HN                                                                                                                                                                                                  202211    40321     
144572     ONIX PLUS 10MT LT2                                5B69AN                                                                                                                                                                                                  202211    40321     
144595     ONIX 10TAT HB                                     5A48HN                                                                                                                                                                                                  202201    40321     
144619     ONIX PLUS 10MT LT2                                5B69AP                                                                                                                                                                                                  202301    40321     
144621     ONIX PLUS 10TMT LTZ                               3N69HP                                                                                                                                                                                                  202301    40321     
144623     ONIX 10MT HB                                      5A48AP                                                                                                                                                                                                  202301    40321     
144624     ONIX 10TMT LTZ                                    3N48HP                                                                                                                                                                                                  202301    40321     
144625     ONIX 10TAT PR2                                    5Y48HP                                                                                                                                                                                                  202301    40321     
144629     ONIX PLUS 10TAT PR2                               5Y69HP                                                                                                                                                                                                  202301    40321     
144631     ONIX 10MT LT2                                     5B48AP                                                                                                                                                                                                  202301    40321     
144636     ONIX PLUS 10TAT LTZ                               5N69HP                                                                                                                                                                                                  202301    40321     
144637     ONIX 10MT LT1                                     5B48AP                                                                                                                                                                                                  202301    40321     
144651     ONIX PLUS 10MT LT1                                5B69AA                                                                                                                                                                                                  202301    40321     
144655     ONIX 10TAT LTZ                                    5N48HP                                                                                                                                                                                                  202301    40321     
144656     ONIX 10TMT LT1                                    3B48HP                                                                                                                                                                                                  202301    40321     
144662     ONIX 10TAT RS                                     5D48HP                                                                                                                                                                                                  202301    40321     
145141     ONIX 10MT LT2                                     5B48AP                                                                                                                                                                                                  202301    40321     
145173     ONIX 10TAT LTZ                                    5N48HR                                                                                                                                                                                                  202401    40321     
145175     ONIX 10TAT PR2                                    5Y48HR                                                                                                                                                                                                  202401    40321     
145176     ONIX 10TAT LT1                                    5B48HR                                                                                                                                                                                                  202401    40321     
145178     ONIX PLUS 10TAT PR2                               5Y69HR                                                                                                                                                                                                  202401    40321     
145183     ONIX PLUS 10TMT LT1                               3B69HR                                                                                                                                                                                                  202401    40321     
145189     ONIX 10MT LT2                                     5B48AR                                                                                                                                                                                                  202401    40321     
145195     ONIX PLUS 10TAT LTZ                               5N69HR                                                                                                                                                                                                  202401    40321     
1994892    ONIX 1.0                                          CNVGM                                                                                                                                                                                                       11    40321     
1994894    ONIX 1.4 ACTIV                                    CNVGM                                                                                                                                                                                                       11    40321     
1994897    ONIX JOY 1.0                                      CNVGM                                                                                                                                                                                                       11    40321     
1994902    ONIX LT 1.0                                       CNVGM                                                                                                                                                                                                       11    40321     
1994903    ONIX LT 1.0 TURBO                                 CNVGM                                                                                                                                                                                                       11    40321     
1994906    ONIX LT TURBO 1.0                                 CNVGM                                                                                                                                                                                                       11    40321     
1994908    ONIX LTZ 1.0 TURBO                                CNVGM                                                                                                                                                                                                       11    40321     
1994910    ONIX PLUS 1.0 TURBO                               CNVGM                                                                                                                                                                                                       11    40321     
1994911    ONIX PLUS LT 1.0                                  CNVGM                                                                                                                                                                                                       11    40321     
